GH76.hmm	358	gene_10003	416	9e-34	30	328	74	383	0.832402234636871
GH43.hmm	248	gene_10152	932	1e-38	2	244	481	792	0.975806451612903
CE6.hmm	99	gene_10152	932	3.6e-07	2	95	164	268	0.939393939393939
CBM6.hmm	138	gene_10152	932	9.2e-17	16	138	817	932	0.884057971014493
GH2.hmm	752	gene_10169	1031	2.7e-221	17	750	35	912	0.974734042553192
CBM34.hmm	120	gene_10173	182	6.1e-06	4	113	9	121	0.908333333333333
GT35.hmm	674	gene_10174	801	5.2e-251	2	673	91	794	0.995548961424332
CBM32.hmm	124	gene_10196	1071	8.2e-10	20	109	197	292	0.717741935483871
GH13_8.hmm	274	gene_10209	669	1.4e-107	1	274	219	510	0.996350364963504
CBM48.hmm	76	gene_10209	669	8.1e-12	3	72	52	135	0.907894736842105
GH2.hmm	752	gene_10221	1052	7.6e-221	14	749	68	923	0.977393617021277
GH109.hmm	126	gene_10238	326	2.4e-13	2	120	2	111	0.936507936507937
GH78.hmm	504	gene_10260	714	9.5e-119	4	483	191	677	0.950396825396825
GH141.hmm	527	gene_10261	336	3.9e-124	253	527	6	297	0.519924098671727
GH106.hmm	824	gene_10304	1055	1.3e-216	94	821	340	1055	0.882281553398058
GH33.hmm	342	gene_10312	343	2.2e-09	120	323	24	254	0.593567251461988
GT2.hmm	168	gene_10329	329	2.4e-21	4	166	10	178	0.964285714285714
CE1.hmm	227	gene_10339	293	6.1e-24	1	175	36	222	0.766519823788546
GH1.hmm	429	gene_1035	478	1.3e-148	4	428	2	475	0.988344988344988
GH2.hmm	752	gene_10377	825	3.3e-117	25	475	20	617	0.598404255319149
GH20.hmm	337	gene_10392	719	3e-102	8	336	139	492	0.973293768545994
GH106.hmm	824	gene_10404	913	0	3	823	12	908	0.995145631067961
GH2.hmm	752	gene_10425	1051	2.4e-217	20	751	51	921	0.972074468085106
CE1.hmm	227	gene_10512	260	3.6e-52	1	220	21	251	0.964757709251101
GH97.hmm	631	gene_1057	632	3.4e-188	12	630	7	631	0.979397781299525
GH5_4.hmm	268	gene_10585	243	4.9e-49	85	263	3	204	0.664179104477612
GH33.hmm	342	gene_10648	543	2e-94	9	330	164	528	0.93859649122807
GH43_35.hmm	264	gene_10667	469	4e-87	20	263	1	314	0.920454545454545
CBM6.hmm	138	gene_10667	469	9.3e-08	39	128	375	460	0.644927536231884
GH3.hmm	216	gene_10672	392	3.1e-60	7	216	107	335	0.967592592592593
CBM32.hmm	124	gene_10701	479	0.00024	18	88	103	182	0.564516129032258
CBM32.hmm	124	gene_10701	479	4.7e-15	14	122	259	375	0.870967741935484
GH26.hmm	303	gene_10702	394	1.7e-59	2	275	29	333	0.900990099009901
CBM67.hmm	176	gene_10725	915	2.3e-36	7	168	158	329	0.914772727272727
GH78.hmm	504	gene_10725	915	2.5e-148	1	503	354	869	0.996031746031746
GT2.hmm	168	gene_10729	277	2.6e-23	26	166	8	151	0.833333333333333
GH25.hmm	177	gene_10796	474	7.7e-44	1	176	277	461	0.988700564971751
GH55.hmm	740	gene_10848	1005	7.3e-93	22	617	32	619	0.804054054054054
GH2.hmm	752	gene_10914	871	1.2e-132	179	749	19	706	0.757978723404255
CBM48.hmm	76	gene_10926	650	1.8e-15	1	71	25	109	0.921052631578947
GH31.hmm	427	gene_10952	960	3.4e-145	1	427	382	849	0.997658079625293
CE9.hmm	373	gene_10962	379	4.6e-121	2	373	4	375	0.994638069705094
CBM50.hmm	40	gene_10988	293	1.8e-12	1	38	250	291	0.925
GT2.hmm	168	gene_11004	241	4.8e-29	2	168	5	171	0.988095238095238
CE10.hmm	341	gene_11050	270	1.9e-32	66	331	16	256	0.777126099706745
GH2.hmm	752	gene_11051	976	4.7e-126	33	623	56	738	0.784574468085106
GH13_4.hmm	398	gene_1108	343	9.7e-83	188	398	1	211	0.527638190954774
GT2.hmm	168	gene_11097	264	1e-12	56	166	1	109	0.654761904761905
GT2.hmm	168	gene_11098	336	2.1e-32	1	122	16	136	0.720238095238095
GT2.hmm	168	gene_11099	326	2.7e-36	1	120	13	131	0.708333333333333
GH55.hmm	740	gene_11149	983	1.2e-90	39	672	27	659	0.855405405405405
CE14.hmm	124	gene_11218	648	1.9e-12	2	114	380	527	0.903225806451613
GH28.hmm	325	gene_11242	518	6.8e-70	8	309	106	466	0.926153846153846
GT28.hmm	157	gene_1124	375	3.7e-48	2	155	195	358	0.974522292993631
PL6_1.hmm	350	gene_11295	664	5e-08	6	183	34	228	0.505714285714286
GH105.hmm	332	gene_11306	375	4.1e-101	11	331	50	371	0.963855421686747
GH3.hmm	216	gene_11377	355	2.3e-65	3	215	32	252	0.981481481481482
SLH.hmm	42	gene_11380	724	1.9e-09	1	42	79	120	0.976190476190476
GT2.hmm	168	gene_11399	265	7.7e-11	63	166	1	102	0.613095238095238
GT2.hmm	168	gene_11400	328	9.1e-35	1	167	3	166	0.988095238095238
GH92.hmm	491	gene_11406	735	3e-195	3	491	232	727	0.993890020366599
SLH.hmm	42	gene_11415	52	5.2e-10	17	40	4	27	0.547619047619048
GH106.hmm	824	gene_11459	946	2.1e-74	2	659	13	694	0.797330097087379
CBM20.hmm	90	gene_11504	897	1.1e-17	4	75	4	78	0.788888888888889
CBM20.hmm	90	gene_11504	897	3.7e-16	13	85	145	219	0.8
GH77.hmm	494	gene_11504	897	8e-158	1	490	247	893	0.989878542510121
GH13_11.hmm	346	gene_11518	810	2.5e-113	1	346	225	593	0.997109826589595
GT4.hmm	160	gene_11540	380	3.7e-34	4	159	197	349	0.96875
GH9.hmm	418	gene_1155	830	6e-29	12	361	393	766	0.834928229665072
GH43_22.hmm	203	gene_11630	354	7.2e-52	2	201	56	299	0.980295566502463
CE1.hmm	227	gene_11638	530	1.5e-21	8	198	44	221	0.837004405286344
GT2.hmm	168	gene_1168	806	1.9e-26	1	138	271	409	0.81547619047619
GT2.hmm	168	gene_1168	806	2.7e-17	1	167	529	709	0.988095238095238
GT2.hmm	168	gene_1169	263	2e-10	2	167	5	195	0.982142857142857
GT27.hmm	295	gene_11703	511	9.2e-15	2	250	218	465	0.840677966101695
GH24.hmm	137	gene_11713	177	3e-11	6	137	46	170	0.956204379562044
GH76.hmm	358	gene_11789	409	2.8e-68	23	329	66	390	0.854748603351955
GH125.hmm	402	gene_11790	475	1.2e-186	1	402	62	461	0.997512437810945
CE10.hmm	341	gene_11820	353	3.9e-16	123	332	158	347	0.612903225806452
CE10.hmm	341	gene_11830	297	5.9e-42	81	336	46	296	0.747800586510264
GH23.hmm	135	gene_11856	194	2.5e-27	14	123	57	187	0.807407407407407
GT2.hmm	168	gene_11905	310	3.7e-28	4	165	1	157	0.958333333333333
CBM66.hmm	155	gene_11980	479	4.7e-10	13	154	43	191	0.909677419354839
CE10.hmm	341	gene_11991	315	3.8e-19	66	316	44	297	0.733137829912023
GT51.hmm	177	gene_11996	787	7.1e-62	1	177	47	250	0.994350282485876
CE10.hmm	341	gene_12043	238	4.2e-32	101	334	2	226	0.683284457478006
GH43_31.hmm	272	gene_12057	862	1.2e-113	2	271	11	440	0.988970588235294
GT2.hmm	168	gene_12079	315	1.6e-27	3	163	7	164	0.952380952380952
GH2.hmm	752	gene_12083	894	2e-91	20	491	36	615	0.626329787234043
GH9.hmm	418	gene_12106	894	1.5e-107	1	417	34	472	0.995215311004785
CBM3.hmm	88	gene_12106	894	9.1e-21	2	87	499	586	0.965909090909091
CE7.hmm	313	gene_12117	446	3.4e-08	50	218	162	319	0.536741214057508
GH28.hmm	325	gene_12118	446	1.9e-96	8	309	54	424	0.926153846153846
GH105.hmm	332	gene_12189	714	3.3e-78	6	331	40	365	0.978915662650602
GH43_24.hmm	244	gene_12189	714	8.1e-60	2	226	388	669	0.918032786885246
CBM50.hmm	40	gene_12234	829	4.8e-15	1	40	755	800	0.975
GH43_35.hmm	264	gene_12270	542	8.6e-88	1	263	30	346	0.992424242424242
GH97.hmm	631	gene_12294	825	2.5e-179	55	630	2	594	0.911251980982567
GH3.hmm	216	gene_1231	1000	8.1e-46	23	213	707	899	0.87962962962963
GH2.hmm	752	gene_1232	639	4.1e-104	29	523	4	568	0.656914893617021
CE1.hmm	227	gene_12329	252	5.8e-27	8	208	32	232	0.881057268722467
GH94.hmm	1036	gene_12330	811	1.2e-294	263	1036	2	808	0.746138996138996
GH13_20.hmm	285	gene_12341	333	1.3e-31	91	282	1	202	0.670175438596491
GH2.hmm	752	gene_12391	869	2.7e-96	29	488	32	589	0.610372340425532
CBM48.hmm	76	gene_12392	678	1.5e-12	5	73	61	148	0.894736842105263
GH13_8.hmm	274	gene_12392	678	4.5e-104	1	274	231	521	0.996350364963504
GH29.hmm	346	gene_12404	416	4.5e-105	24	346	9	340	0.930635838150289
GH94.hmm	1036	gene_12455	811	4.1e-300	263	1036	2	808	0.746138996138996
GH73.hmm	128	gene_12459	486	1.1e-37	2	128	3	139	0.984375
CBM50.hmm	40	gene_12459	486	1.2e-13	1	40	440	485	0.975
CE4.hmm	130	gene_12499	836	2e-17	5	125	617	749	0.923076923076923
CBM30.hmm	91	gene_12499	836	7.1e-06	5	88	22	99	0.912087912087912
GH9.hmm	418	gene_12499	836	8.5e-78	2	417	115	588	0.992822966507177
GH2.hmm	752	gene_12508	877	5.9e-59	72	465	10	486	0.522606382978723
CE9.hmm	373	gene_12509	219	2.9e-82	160	373	2	214	0.571045576407507
GT4.hmm	160	gene_12555	435	4.4e-34	8	153	255	397	0.90625
GH57.hmm	383	gene_12556	421	2.3e-65	2	310	6	322	0.804177545691906
GH3.hmm	216	gene_12581	733	5.9e-71	3	216	69	290	0.986111111111111
GH3.hmm	216	gene_12602	528	8.1e-63	3	213	145	367	0.972222222222222
CE1.hmm	227	gene_12608	179	1.9e-18	83	217	3	149	0.590308370044053
GT2.hmm	168	gene_12633	342	1e-21	4	166	10	178	0.964285714285714
GH2.hmm	752	gene_12691	860	1e-119	72	741	3	737	0.889627659574468
GH23.hmm	135	gene_1274	221	4.3e-23	10	124	54	215	0.844444444444444
CBM41.hmm	102	gene_12783	606	5.6e-11	34	101	3	87	0.656862745098039
CBM50.hmm	40	gene_12785	510	8.2e-05	4	28	467	494	0.6
GT4.hmm	160	gene_1279	366	2.8e-30	7	157	174	326	0.9375
GH105.hmm	332	gene_12796	834	2.1e-82	7	331	32	351	0.975903614457831
GT4.hmm	160	gene_1280	395	5.2e-19	8	155	221	361	0.91875
GH3.hmm	216	gene_12806	750	1.3e-71	2	216	29	250	0.990740740740741
GT4.hmm	160	gene_1281	397	1.6e-10	10	133	225	340	0.76875
GT27.hmm	295	gene_12880	387	4.5e-16	2	250	97	344	0.840677966101695
GH31.hmm	427	gene_12912	581	8.4e-134	2	426	45	526	0.992974238875878
GH2.hmm	752	gene_12942	804	1.1e-99	25	465	14	605	0.585106382978723
GH89.hmm	663	gene_12946	743	2.3e-246	2	661	49	738	0.993966817496229
GH5_38.hmm	312	gene_12961	577	4e-64	1	308	227	529	0.983974358974359
GH24.hmm	137	gene_13008	175	5.9e-17	5	137	43	168	0.963503649635037
GH43.hmm	248	gene_13009	803	2.9e-60	3	247	32	306	0.983870967741935
CBM32.hmm	124	gene_13009	803	4.9e-21	10	122	338	452	0.903225806451613
GT2.hmm	168	gene_13025	318	4.5e-33	1	136	7	142	0.803571428571429
CE4.hmm	130	gene_13041	290	6.1e-24	4	125	97	247	0.930769230769231
GH43_19.hmm	251	gene_13094	745	1e-85	2	250	464	719	0.98804780876494
