food,cazyme,coef,id,fdr_p,cazy_cat,bin,pairs
Fruits,CBM12,1,MCTs05,0,CBM,Positive (+/+ or -/-),Fruits_CBM12
Grains,CBM12,1,MCTs05,0,CBM,Positive (+/+ or -/-),Grains_CBM12
Nuts,CBM16,0.755928946018454,MCTs16,0.0408716466823464,CBM,Positive (+/+ or -/-),Nuts_CBM16
Nuts,CBM44,0.779422863405995,MCTs16,0.0263935988355025,CBM,Positive (+/+ or -/-),Nuts_CBM44
Eggs,CBM16,0.755928946018454,MCTs16,0.0408716466823464,CBM,Positive (+/+ or -/-),Eggs_CBM16
Eggs,CBM44,0.779422863405995,MCTs16,0.0263935988355025,CBM,Positive (+/+ or -/-),Eggs_CBM44
Fats,CBM26,-0.826018171019405,MCTs16,0.0108621599938294,CBM,Negative (+/-),Fats_CBM26
Sweets and Beverages,CBM16,-0.771047524938823,MCTs16,0.0306686112326631,CBM,Negative (+/-),Sweets and Beverages_CBM16
Vegetables,CBM20,0.799333913681644,MCTs16,0.0185864493987837,CBM,Positive (+/+ or -/-),Vegetables_CBM20
Vegetables,CBM22,0.778023970213849,MCTs16,0.0268127957602879,CBM,Positive (+/+ or -/-),Vegetables_CBM22
Vegetables,CBM30,0.845079340008434,MCTs16,0.00836076149381755,CBM,Positive (+/+ or -/-),Vegetables_CBM30
Vegetables,CBM32,0.775692892404829,MCTs16,0.0278759989822956,CBM,Positive (+/+ or -/-),Vegetables_CBM32
Vegetables,CBM48,0.877930148733182,MCTs16,0.00592358416506838,CBM,Positive (+/+ or -/-),Vegetables_CBM48
Vegetables,CBM50,0.792105198556016,MCTs16,0.0209824467151981,CBM,Positive (+/+ or -/-),Vegetables_CBM50
Vegetables,CBM57,0.760666725873174,MCTs16,0.0374949099012667,CBM,Positive (+/+ or -/-),Vegetables_CBM57
Vegetables,CBM6,0.866789615512434,MCTs16,0.00592358416506838,CBM,Positive (+/+ or -/-),Vegetables_CBM6
Vegetables,CBM66,0.84920038280378,MCTs16,0.00776892073394033,CBM,Positive (+/+ or -/-),Vegetables_CBM66
Vegetables,CBM67,0.79427676287102,MCTs16,0.0202141872613151,CBM,Positive (+/+ or -/-),Vegetables_CBM67
Vegetables,CBM9,0.788535531005919,MCTs16,0.0223342291254123,CBM,Positive (+/+ or -/-),Vegetables_CBM9
Vegetables,CE1,0.832142857142857,MCTs16,0.00965120686042987,CE,Positive (+/+ or -/-),Vegetables_CE1
Vegetables,CE10,0.854334568132508,MCTs16,0.0067128594041102,CE,Positive (+/+ or -/-),Vegetables_CE10
Vegetables,CE11,0.837210641945129,MCTs16,0.00903349401765783,CE,Positive (+/+ or -/-),Vegetables_CE11
Vegetables,CE12,0.8535658484916,MCTs16,0.0067128594041102,CE,Positive (+/+ or -/-),Vegetables_CE12
Vegetables,CE14,0.872988874506887,MCTs16,0.00592358416506838,CE,Positive (+/+ or -/-),Vegetables_CE14
Vegetables,CE15,0.804432311967772,MCTs16,0.0168811982641663,CE,Positive (+/+ or -/-),Vegetables_CE15
Vegetables,CE3,0.81932152566425,MCTs16,0.0122603966201191,CE,Positive (+/+ or -/-),Vegetables_CE3
Vegetables,CE4,0.888293473560369,MCTs16,0.0048970193425188,CE,Positive (+/+ or -/-),Vegetables_CE4
Vegetables,CE6,0.76703001652394,MCTs16,0.0329608275916248,CE,Positive (+/+ or -/-),Vegetables_CE6
Vegetables,CE7,0.795704035833246,MCTs16,0.0196432717677622,CE,Positive (+/+ or -/-),Vegetables_CE7
Vegetables,CE8,0.840227627008444,MCTs16,0.0086403551836384,CE,Positive (+/+ or -/-),Vegetables_CE8
Vegetables,CE9,0.782142857142857,MCTs16,0.0254643857190287,CE,Positive (+/+ or -/-),Vegetables_CE9
Vegetables,GH10,0.78922121732131,MCTs16,0.0222213666648477,GH,Positive (+/+ or -/-),Vegetables_GH10
Vegetables,GH105,0.854334568132508,MCTs16,0.0067128594041102,GH,Positive (+/+ or -/-),Vegetables_GH105
Vegetables,GH106,0.827524905952618,MCTs16,0.010502888614824,GH,Positive (+/+ or -/-),Vegetables_GH106
