#queryid	MCT.f.0613	MCT.f.0614	MCT.f.0615	MCT.f.0616	MCT.f.0617	MCT.f.0618	MCT.f.0619	MCT.f.0620	MCT.f.0621	MCT.f.0622	MCT.f.0623	MCT.f.0624	MCT.f.0625	MCT.f.0626	MCT.f.0627	MCT.f.0628	MCT.f.0629	taxonomy
cazy_0800_gene_855	13.0	3.0	4.0	0.0	1.0	7.0	0.0	11.0	1.0	0.0	4.0	7.0	0.0	0.0	16.0	1.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM16
cazy_0104_gene_1155	6.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	3.0	1.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0105_gene_1155	5.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	2.0	5.0	0.0	0.0	4.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0153_gene_1270	9.0	5.0	3.0	1.0	0.0	2.0	0.0	15.0	2.0	2.0	10.0	9.0	1.0	0.0	5.0	4.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0154_gene_1270	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0549_gene_5732	2.0	2.0	3.0	1.0	0.0	2.0	0.0	6.0	0.0	1.0	5.0	0.0	0.0	0.0	1.0	2.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0550_gene_5732	1.0	0.0	2.0	1.0	0.0	2.0	0.0	8.0	1.0	3.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0200_gene_1826	4.0	8.0	6.0	5.0	1.0	5.0	0.0	7.0	2.0	1.0	8.0	6.0	1.0	0.0	4.0	2.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM22
cazy_0358_gene_3401	18.0	8.0	5.0	0.0	1.0	13.0	2.0	24.0	1.0	14.0	19.0	11.0	8.0	0.0	16.0	4.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM22
cazy_0749_gene_7825	11.0	5.0	8.0	0.0	0.0	5.0	1.0	12.0	2.0	3.0	5.0	5.0	3.0	0.0	6.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM22
cazy_0535_gene_5525	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0536_gene_5525	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0163_gene_1405	5.0	1.0	5.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	2.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM30
cazy_0254_gene_2399	0.0	1.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM30
cazy_0381_gene_3747	0.0	0.0	1.0	0.0	0.0	2.0	0.0	5.0	0.0	1.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM30
