#queryid	MCT.f.0290	MCT.f.0291	MCT.f.0292	MCT.f.0293	MCT.f.0294	MCT.f.0295	MCT.f.0296	MCT.f.0297	MCT.f.0298	MCT.f.0299	MCT.f.0300	MCT.f.0301	MCT.f.0302	MCT.f.0303	MCT.f.0304	MCT.f.0305	MCT.f.0306	taxonomy
cazy_0903_gene_8975	2.0	0.0	2.0	3.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM16
cazy_0476_gene_2558	0.0	1.0	3.0	2.0	0.0	7.0	0.0	2.0	1.0	0.0	7.0	0.0	4.0	3.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0477_gene_2558	0.0	1.0	3.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	5.0	0.0	5.0	2.0	2.0	2.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0539_gene_3486	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	1.0	0.0	3.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM20
cazy_0244_gene_15207	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	1.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM22
cazy_0012_gene_1026	0.0	0.0	2.0	0.0	0.0	5.0	1.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0014_gene_1028	1.0	0.0	3.0	3.0	0.0	2.0	1.0	7.0	5.0	1.0	2.0	0.0	0.0	9.0	3.0	2.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0021_gene_10434	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0176_gene_13898	0.0	0.0	4.0	0.0	1.0	4.0	1.0	2.0	4.0	0.0	3.0	0.0	7.0	0.0	1.0	7.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0225_gene_1480	1.0	1.0	8.0	2.0	1.0	11.0	3.0	3.0	2.0	0.0	17.0	2.0	8.0	10.0	2.0	11.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0325_gene_17595	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0378_gene_18682	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0421_gene_20011	0.0	0.0	3.0	0.0	0.0	9.0	0.0	2.0	2.0	0.0	5.0	0.0	2.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0430_gene_2022	4.0	0.0	8.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0433_gene_2025	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0490_gene_2756	3.0	1.0	14.0	1.0	2.0	11.0	2.0	12.0	7.0	2.0	10.0	0.0	8.0	7.0	1.0	3.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0493_gene_2800	0.0	2.0	1.0	1.0	2.0	1.0	0.0	3.0	2.0	0.0	9.0	2.0	5.0	5.0	0.0	2.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0495_gene_2802	2.0	0.0	8.0	2.0	0.0	7.0	0.0	1.0	1.0	1.0	2.0	0.0	7.0	2.0	3.0	3.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0507_gene_2987	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0544_gene_3574	0.0	0.0	6.0	1.0	0.0	1.0	1.0	4.0	3.0	1.0	3.0	0.0	2.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0547_gene_3670	0.0	1.0	3.0	1.0	0.0	9.0	0.0	7.0	1.0	0.0	11.0	0.0	9.0	6.0	0.0	1.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0584_gene_4333	3.0	0.0	9.0	0.0	0.0	5.0	1.0	1.0	2.0	1.0	8.0	0.0	3.0	2.0	3.0	4.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0596_gene_453	3.0	0.0	8.0	2.0	0.0	7.0	1.0	7.0	2.0	3.0	7.0	4.0	4.0	6.0	2.0	6.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0790_gene_7268	0.0	0.0	1.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0811_gene_7533	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0827_gene_7687	4.0	1.0	14.0	5.0	1.0	7.0	1.0	13.0	3.0	1.0	5.0	2.0	11.0	11.0	4.0	11.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
